,r1,r2,rnn action,adv action,adv reward,real model action
34,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
35,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
36,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
37,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
38,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
39,0.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
40,0.0,1.0,[[1 0]],[2],[1.],[[0. 1.]]
41,0.0,0.0,[[0 1]],[0],[0.],[[1. 0.]]
42,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
43,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
44,0.0,0.0,[[0 1]],[0],[1.],[[1. 0.]]
45,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
46,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
47,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
48,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
49,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
50,0.0,0.0,[[1 0]],[0],[0.],[[1. 0.]]
51,0.0,0.0,[[0 1]],[0],[1.],[[1. 0.]]
52,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
53,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
54,0.0,0.0,[[0 1]],[0],[1.],[[1. 0.]]
55,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
56,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
57,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
58,0.0,0.0,[[0 1]],[0],[1.],[[0. 1.]]
59,0.0,0.0,[[1 0]],[0],[0.],[[0. 1.]]
60,0.0,0.0,[[0 1]],[0],[0.],[[1. 0.]]
61,0.0,0.0,[[0 1]],[0],[1.],[[0. 1.]]
62,0.0,0.0,[[0 1]],[0],[0.],[[1. 0.]]
63,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
64,0.0,0.0,[[0 1]],[0],[0.],[[1. 0.]]
65,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
66,0.0,0.0,[[1 0]],[0],[0.],[[1. 0.]]
67,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
68,0.0,0.0,[[0 1]],[0],[1.],[[0. 1.]]
69,0.0,0.0,[[1 0]],[0],[0.],[[1. 0.]]
70,0.0,0.0,[[0 1]],[0],[1.],[[1. 0.]]
71,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
72,0.0,0.0,[[0 1]],[0],[1.],[[0. 1.]]
73,0.0,0.0,[[0 1]],[0],[0.],[[1. 0.]]
74,0.0,0.0,[[0 1]],[0],[1.],[[1. 0.]]
75,0.0,0.0,[[1 0]],[0],[1.],[[0. 1.]]
76,0.0,0.0,[[1 0]],[0],[0.],[[1. 0.]]
77,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
78,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
79,0.0,0.0,[[0 1]],[0],[1.],[[0. 1.]]
80,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
81,0.0,0.0,[[0 1]],[0],[0.],[[0. 1.]]
82,0.0,0.0,[[0 1]],[0],[0.],[[0. 1.]]
83,0.0,1.0,[[1 0]],[0],[0.],[[0. 1.]]
84,0.0,1.0,[[0 1]],[2],[0.],[[1. 0.]]
85,0.0,1.0,[[0 1]],[0],[1.],[[0. 1.]]
86,0.0,1.0,[[1 0]],[2],[0.],[[0. 1.]]
87,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
88,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
89,0.0,1.0,[[0 1]],[0],[0.],[[0. 1.]]
90,0.0,1.0,[[0 1]],[0],[0.],[[0. 1.]]
91,0.0,1.0,[[0 1]],[0],[0.],[[0. 1.]]
92,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
93,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
94,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
95,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
96,0.0,1.0,[[0 1]],[2],[0.],[[1. 0.]]
97,0.0,1.0,[[0 1]],[2],[1.],[[1. 0.]]
98,0.0,1.0,[[0 1]],[2],[1.],[[0. 1.]]
99,0.0,1.0,[[0 1]],[2],[0.],[[0. 1.]]
