,r1,r2,rnn action,adv action,adv reward,real model action
34,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
35,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
36,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
37,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
38,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
39,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
40,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
41,0.0,1.0,[[1 0]],[2],[1.],[[0. 1.]]
42,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
43,1.0,1.0,[[1 0]],[3],[1.],[[1. 0.]]
44,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
45,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
46,0.0,1.0,[[1 0]],[2],[1.],[[0. 1.]]
47,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
48,1.0,0.0,[[1 0]],[1],[1.],[[0. 1.]]
49,1.0,0.0,[[1 0]],[1],[0.],[[0. 1.]]
50,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
51,1.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
52,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
53,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
54,0.0,0.0,[[0 1]],[1],[0.],[[1. 0.]]
55,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
56,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
57,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
58,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
59,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
60,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
61,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
62,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
63,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
64,0.0,0.0,[[0 1]],[3],[0.],[[0. 1.]]
65,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
66,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
67,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
68,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
69,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
70,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
71,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
72,0.0,0.0,[[0 1]],[3],[0.],[[0. 1.]]
73,0.0,0.0,[[0 1]],[3],[0.],[[1. 0.]]
74,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
75,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
76,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
77,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
78,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
79,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
80,0.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
81,0.0,0.0,[[1 0]],[1],[1.],[[0. 1.]]
82,0.0,0.0,[[0 1]],[1],[0.],[[1. 0.]]
83,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
84,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
85,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
86,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
87,0.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
88,0.0,0.0,[[1 0]],[1],[1.],[[0. 1.]]
89,0.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
90,0.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
91,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
92,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
93,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
94,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
95,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
96,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
97,0.0,0.0,[[0 1]],[3],[0.],[[1. 0.]]
98,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
99,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
