,r1,r2,rnn action,adv action,adv reward,real model action
34,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
35,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
36,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
37,0.0,1.0,[[1 0]],[2],[1.],[[0. 1.]]
38,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
39,1.0,1.0,[[1 0]],[3],[1.],[[1. 0.]]
40,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
41,1.0,1.0,[[1 0]],[3],[1.],[[1. 0.]]
42,0.0,0.0,[[1 0]],[0],[1.],[[1. 0.]]
43,0.0,1.0,[[0 1]],[2],[1.],[[1. 0.]]
44,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
45,0.0,1.0,[[1 0]],[2],[1.],[[1. 0.]]
46,0.0,0.0,[[0 1]],[2],[1.],[[1. 0.]]
47,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
48,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
49,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
50,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
51,0.0,0.0,[[1 0]],[2],[1.],[[0. 1.]]
52,1.0,0.0,[[1 0]],[1],[0.],[[0. 1.]]
53,1.0,0.0,[[1 0]],[1],[0.],[[1. 0.]]
54,1.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
55,1.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
56,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
57,0.0,0.0,[[1 0]],[2],[1.],[[0. 1.]]
58,0.0,0.0,[[0 1]],[1],[0.],[[1. 0.]]
59,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
60,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
61,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
62,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
63,0.0,0.0,[[1 0]],[2],[1.],[[1. 0.]]
64,0.0,0.0,[[1 0]],[2],[1.],[[0. 1.]]
65,0.0,0.0,[[0 1]],[3],[0.],[[1. 0.]]
66,0.0,0.0,[[1 0]],[3],[1.],[[1. 0.]]
67,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
68,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
69,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
70,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
71,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
72,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
73,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
74,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
75,0.0,0.0,[[0 1]],[3],[0.],[[0. 1.]]
76,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
77,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
78,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
79,0.0,0.0,[[0 1]],[3],[0.],[[0. 1.]]
80,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
81,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
82,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
83,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
84,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
85,0.0,0.0,[[0 1]],[3],[0.],[[0. 1.]]
86,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
87,0.0,0.0,[[0 1]],[1],[1.],[[1. 0.]]
88,0.0,0.0,[[1 0]],[1],[1.],[[1. 0.]]
89,0.0,0.0,[[0 1]],[1],[1.],[[0. 1.]]
90,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
91,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
92,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
93,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
94,0.0,0.0,[[1 0]],[3],[1.],[[0. 1.]]
95,0.0,0.0,[[1 0]],[3],[0.],[[0. 1.]]
96,0.0,0.0,[[0 1]],[3],[0.],[[1. 0.]]
97,0.0,0.0,[[0 1]],[3],[1.],[[0. 1.]]
98,0.0,0.0,[[1 0]],[3],[0.],[[1. 0.]]
99,0.0,0.0,[[0 1]],[3],[1.],[[1. 0.]]
